time , accel_x , accel_y , accel_z , temp
0.000206,0.00220499997464,-0.00391999995492,1.00253998847,24.984375
0.321175,0.00097999998873,-0.00220499997464,0.993474988575,25.0
0.631955,0.00318499996337,0.00930999989294,1.0000899885,24.96875
0.942639,-0.00612499992956,-0.00293999996619,0.991514988598,24.96875
1.253478,-0.000244999997183,-0.00636999992675,1.00523498844,24.96875
1.564194,-0.0097999998873,0.00220499997464,0.996659988538,24.96875
1.874945,0.0,-0.00440999994929,0.995189988555,24.96875
2.185742,-0.00955499989012,0.010779999876,0.999354988507,24.984375
2.496502,-0.00342999996056,-0.00489999994365,1.00327498846,24.984375
2.807298,0.00097999998873,-0.00293999996619,0.993719988572,25.0
3.11804,-0.00342999996056,0.00244999997183,1.00351998846,25.328125
3.428704,0.00538999993802,0.000244999997183,0.999354988507,26.1875
3.739394,0.00244999997183,-0.00269499996901,0.995189988555,27.390625
4.050197,0.00612499992956,-0.00906499989575,0.99739498853,29.640625
4.360872,-0.000734999991548,-0.00661499992393,1.00278498847,31.375
4.671665,0.0,0.0014699999831,1.00425498845,34.296875
4.982408,-0.000489999994365,0.0041649999521,0.996169988544,36.4375
5.293139,-0.00097999998873,-0.00220499997464,1.00939998839,38.765625
5.603939,0.00661499992393,0.00195999997746,0.992004988592,42.578125
5.914698,-0.0097999998873,0.00367499995774,0.993719988572,45.265625
